0.12408604,-0.506511341
0.104115966,-0.512593662
0.308038898,0.008051469
0.73044842,-0.135883746
-0.492873241,0.783871439
0.315150328,0.018717255
-0.623933089,0.664057266
0.316168825,0.031274148
0.298687709,0.047289293
0.341250585,0.053076327
0.228581617,0.078483685
-0.282048583,-0.143072137
0.334546178,0.080995062
0.335273849,0.094545119
-0.005258945,-0.55951026
0.354429858,0.108625003
0.409944442,0.126597472
0.382249895,0.140961351
0.503598629,-0.327587299
0.40272711,0.160149291
0.278289532,0.1548488
0.298400478,0.172019958
-0.555540002,0.684549625
0.328759654,0.194042971
0.348594724,0.215896475
0.400664928,0.25156107
0.349992067,0.251340713
0.171124687,0.855759071
0.254696251,0.227067477
0.246962202,0.237950021
0.491470386,0.433284173
0.328036275,0.297642454
-0.268227514,-1.104025724
-0.954047517,0.24630779
1.036865277,-0.77656726
-0.638890122,-0.732713873
0.395653359,0.358716191
1.240447852,-0.439421383
0.288461396,0.31332295
0.33691355,0.368583307
0.276729088,0.346521023
0.225713891,0.326036893
0.312686761,0.426658828
-0.170821384,-0.189353365
0.159781323,0.730380919
0.21964295,0.363521786
-1.000067383,-0.012693497
0.232198698,0.40125464
0.158752286,0.34344654
0.147652595,0.352893538
-0.305723667,-0.00878843
-0.004428624,0.798551004
-0.217837035,-0.385811118
-0.156682957,-0.390266543
-0.178901813,-0.452636363
0.165689868,0.402617294
0.402100573,-0.507556276
0.162186405,0.427697672
0.680151205,0.256007694
-1.011406312,-0.244559397
-0.837352724,0.273964923
0.159261491,0.456856453
0.040415405,0.883758941
0.113333065,0.413448036
-0.286531419,-0.119240473
0.533063453,-1.142564403
-0.068026711,-0.483827578
0.204438838,-1.132251773
0.130297684,0.48312421
0.135677105,0.541197496
0.069194356,0.437589714
1.321617138,-0.150828173
0.044950598,0.421283583
0.029583847,0.42674561
-0.818818596,0.508286982
0.051111748,0.563811039
0.117975479,-1.154142945
0.022530124,0.539017027
-0.657449896,0.596801949
0.004571583,0.556048305
-0.023767231,0.514967216
-0.049148373,0.470038861
0.785865793,-1.005480842
-0.059659145,0.569022076
-0.085367501,0.478868287
-0.104117134,0.516747724
1.168843415,-0.689016294
-0.123051357,0.480309747
0.66064927,0.502217788
-0.145051777,0.516457163
0.683064791,0.478315493
-1.014931405,-0.088511775
-0.321481057,-0.162753451
-0.170314754,0.553759495
0.572559703,0.162545526
-0.180005183,0.471651847
-0.202185478,0.48364348
-0.675719005,-0.821335435
-0.91478834,0.351147128
1.320391407,-0.254456607
0.472137472,-0.434088204
0.652910711,-1.061410049
-0.204801606,0.407921136
-0.822501876,0.341778581
-1.014629758,0.066345957
0.315273554,0.717921522
-0.22506453,0.415467569
0.283681619,0.787789111
-0.773160127,0.517411473
-0.659123826,0.652545495
0.253346719,-0.387145857
-0.095896535,0.797842043
-0.155447117,0.769607121
-0.273107432,0.505074471
0.603840891,-0.2243561
-0.729460267,0.57294808
-0.343843178,0.771171023
-0.323322712,0.577527766
-0.291352863,0.432904686
-0.335226864,0.480474864
0.408579178,0.646094193
-0.339430199,0.438859208
-0.85787257,-0.704944701
1.009522626,-0.69069942
0.670381929,-0.29480262
-0.363539303,0.4383187
0.677711097,-0.146168498
-0.420262084,0.489350259
-0.084543503,-1.058396
-0.407473292,0.425111256
0.607629326,0.347657903
0.019244096,-0.543596423
-0.408978057,0.388492282
-0.378824667,0.774088931
-0.423884014,0.37240171
-0.425714059,0.341060969
-0.490547597,0.380900998
0.541333701,0.375321433
0.074147102,-1.153733098
-0.011558552,-1.135501513
-0.430529662,0.286344345
0.438227712,-1.156584823
-0.470312409,0.296480146
0.802262508,-0.945110754
-0.482451361,0.278832947
-0.370050365,-0.222580623
-0.874221044,-0.617890059
-0.596514086,-0.916436549
0.343777328,0.830118661
-0.549478469,0.305068393
-0.408739816,0.760571112
0.704134436,-0.963282711
-0.583928966,0.300484194
0.128222993,0.826979131
-0.318149162,-0.311971376
-0.126487985,0.798082219
-0.615798368,0.291624718
-0.629066912,0.269036302
-0.294879791,0.844840053
0.506126319,0.541469935
-0.154807085,-0.487357341
-0.574123417,0.207385018
-0.163613681,-1.230536969
1.180742472,-0.576473821
0.169073783,-0.543271876
-0.453559289,-1.001227941
0.500454168,-0.238958476
-0.679168418,0.235725242
-0.610864466,0.172889756
-0.442072394,0.75489813
-0.649772997,0.163020434
-0.605037713,0.118479964
-0.054412688,-0.503187304
-0.691714183,0.12281789
-0.679282138,0.0910522
-0.936170034,-0.557824183
-0.694489664,0.06779947
-0.684144766,0.038252253
-0.709242192,0.015938951
-0.054437305,-1.1323725
-0.594133312,-0.026782907
-0.690552906,-0.040540327
-0.702061958,-0.066432705
-0.665509289,-0.094032738
-0.663494078,-0.119697658
0.873344383,-0.960415598
0.034767625,-0.591952304
-0.784720914,-0.152915925
-0.890104335,0.422796681
0.410074039,0.529024066
-0.647767636,-0.170051378
-0.700974951,-0.203277214
-0.723179656,-0.235606825
-0.670660386,-0.253933998
-0.753692,-0.303780897
-0.649145751,-0.304836147
-0.569956526,-0.306626592
-0.204801252,-1.202492938
-0.637140166,-0.359076077
-0.573763598,-0.362144528
-0.23007759,-0.310127451
-0.502926819,-0.356950682
-0.510935306,-0.38768774
-0.329882516,-0.243252187
-0.6219498,-0.479900503
-0.479624562,-0.425831717
0.448872297,-0.335400791
-0.564080442,-0.513191149
-0.131108185,-0.411030734
1.189059498,-0.524364704
-1.066231689,-0.210377444
-0.084314662,-0.429896936
-0.56577008,-0.550707449
0.318160967,-0.497893764
0.247000303,0.866075573
-0.463213203,-0.506987979
-1.043739311,-0.332432355
-0.410118422,-0.495514499
0.410924114,0.605662905
-0.421832825,-0.540060922
-0.259616338,0.840467616
-0.835945112,0.475450427
1.334378369,-0.205427863
-0.429586252,-0.585074591
0.623350897,-0.049786314
-0.3861562,-0.578550424
-0.411496333,-0.649544671
0.948361853,-0.896580225
-0.286900377,-0.332681021
-0.38905341,-0.668448019
-0.41651027,-0.756901216
-0.329789965,-0.686037489
-1.016416632,-0.166207749
-0.329647286,-0.741454799
-0.250244712,-0.662883365
-0.244102286,-0.710177181
-0.249933888,-0.790902002
-1.003081537,-0.495335434
-0.221224455,-0.804230777
0.66627996,0.281121415
-0.182564625,-0.791549048
-0.169885317,-0.851996709
-0.625629957,-1.025744597
-0.137472032,-0.85915684
-0.341962285,-0.230647961
-0.088004072,-0.797056088
-0.070776353,-0.864747742
-0.01609506,-0.737654182
0.003431707,-0.806380767
